solution,APFD,APFDC,APSD,APOD,APOTD,APSBD,WFC,average,sibling_dup,sibling_dup_std
0,0.6868131868131868,0.3839459759465264,0.949084249084249,0.963851937536148,0.956828885400314,0.956828885400314,0.5164835164835165,0.9566484893552564,0.19545454545454546,0.0
1,0.7335164835164836,0.4140383874907498,0.949084249084249,0.963851937536148,0.956828885400314,0.956828885400314,0.4285714285714285,0.9566484893552564,0.19545454545454546,0.0
2,0.6620879120879121,0.3796002719402213,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6153846153846154,0.9566388498719324,0.19545454545454546,0.0
3,0.6620879120879121,0.3796002719402213,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6153846153846154,0.9566388498719324,0.19545454545454546,0.0
4,0.7774725274725275,0.4556483999446493,0.9512820512820512,0.9635627530364372,0.956828885400314,0.956828885400314,0.3296703296703296,0.957125643779779,0.19545454545454546,0.0
5,0.7692307692307692,0.4429965240384326,0.9512820512820512,0.9635627530364372,0.956828885400314,0.956828885400314,0.3406593406593406,0.957125643779779,0.19545454545454546,0.0
6,0.7692307692307692,0.4429965240384326,0.952014652014652,0.9629843840370156,0.956828885400314,0.956828885400314,0.3406593406593406,0.957164201713074,0.19545454545454546,0.0
7,0.7307692307692307,0.4175664283178812,0.952014652014652,0.9629843840370156,0.956828885400314,0.956828885400314,0.4285714285714285,0.957164201713074,0.19545454545454546,0.0
8,0.695054945054945,0.3943998062726742,0.9527472527472528,0.962406015037594,0.956828885400314,0.956828885400314,0.6483516483516484,0.9572027596463686,0.19545454545454546,0.0
9,0.7032967032967032,0.4031925526282541,0.9534798534798534,0.9612492770387508,0.956043956043956,0.956043956043956,0.5274725274725275,0.9567042606516292,0.19545454545454546,0.0
10,0.6373626373626373,0.3545279626142359,0.9534798534798534,0.9612492770387508,0.956043956043956,0.956043956043956,0.6043956043956044,0.9567042606516292,0.19545454545454546,0.0
11,0.6895604395604396,0.3911109164144802,0.9527472527472528,0.962406015037594,0.956828885400314,0.956828885400314,0.6703296703296703,0.9572027596463686,0.19545454545454546,0.0
12,0.6703296703296704,0.3897807331556497,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5824175824175825,0.9566388498719324,0.19545454545454546,0.0
13,0.6620879120879121,0.3781018181490015,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6153846153846154,0.9566388498719324,0.19545454545454546,0.0
14,0.6703296703296704,0.3870602028722181,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5494505494505495,0.9566388498719324,0.19545454545454546,0.0
15,0.6703296703296704,0.3873222912768556,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5824175824175825,0.9566388498719324,0.19545454545454546,0.0
16,0.6648351648351648,0.3838091033793987,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6043956043956044,0.9566388498719324,0.19545454545454546,0.0
17,0.6703296703296704,0.3821470793499906,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6043956043956044,0.9566388498719324,0.19545454545454546,0.0
18,0.6593406593406593,0.3778775201097387,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6263736263736264,0.9566388498719324,0.19545454545454546,0.0
19,0.6895604395604396,0.4124026851088663,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5824175824175825,0.9566388498719324,0.19545454545454546,0.0
20,0.6565934065934066,0.3760126313826235,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5494505494505495,0.9566388498719324,0.19545454545454546,0.0
21,0.5934065934065934,0.3217028000216589,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6373626373626373,0.9566388498719324,0.19545454545454546,0.0
22,0.6428571428571428,0.3706719690998899,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6703296703296703,0.9566388498719324,0.19545454545454546,0.0
23,0.6895604395604396,0.4003789565196465,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5934065934065934,0.9566388498719324,0.19545454545454546,0.0
24,0.695054945054945,0.4150596674147028,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5714285714285714,0.9566388498719324,0.19545454545454546,0.0
25,0.7032967032967032,0.4009952590952573,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5384615384615384,0.9566388498719324,0.19545454545454546,0.0
26,0.6675824175824175,0.383274021887578,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6153846153846154,0.9566388498719324,0.19545454545454546,0.0
27,0.6923076923076923,0.4167497051975477,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5714285714285714,0.9566388498719324,0.19545454545454546,0.0
28,0.6895604395604396,0.4014462993267674,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5274725274725275,0.9566388498719324,0.19545454545454546,0.0
29,0.6153846153846154,0.3512234677792952,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6703296703296703,0.9566388498719324,0.19545454545454546,0.0
30,0.7005494505494505,0.3991053648029937,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5494505494505495,0.9566388498719324,0.19545454545454546,0.0
31,0.6263736263736264,0.3641385601607576,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5824175824175825,0.9566388498719324,0.19545454545454546,0.0
32,0.7335164835164836,0.4305728944186074,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6043956043956044,0.9566388498719324,0.19545454545454546,0.0
33,0.6703296703296704,0.3926383240179769,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6373626373626373,0.9566388498719324,0.19545454545454546,0.0
34,0.7005494505494505,0.4008471058220476,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5384615384615384,0.9566388498719324,0.19545454545454546,0.0
35,0.7005494505494505,0.4156229506717284,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5384615384615384,0.9566388498719324,0.19545454545454546,0.0
36,0.7417582417582418,0.4361376667288359,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.4175824175824176,0.9566388498719324,0.19545454545454546,0.0
37,0.651098901098901,0.3719320239692443,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6263736263736264,0.9566388498719324,0.19545454545454546,0.0
38,0.6593406593406593,0.3808464139387412,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6483516483516484,0.9566388498719324,0.19545454545454546,0.0
39,0.6620879120879121,0.3796002719402213,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6153846153846154,0.9566388498719324,0.19545454545454546,0.0
40,0.6620879120879121,0.3798399869444628,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6263736263736264,0.9566388498719324,0.19545454545454546,0.0
41,0.6565934065934066,0.3766763129237785,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6373626373626373,0.9566388498719324,0.19545454545454546,0.0
42,0.6483516483516483,0.3683167456817457,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6703296703296703,0.9566388498719324,0.19545454545454546,0.0
43,0.6208791208791209,0.3508391717254366,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6373626373626373,0.9566388498719324,0.19545454545454546,0.0
44,0.6895604395604396,0.4014462993267674,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5274725274725275,0.9566388498719324,0.19545454545454546,0.0
45,0.6895604395604396,0.4039763736891819,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5274725274725275,0.9566388498719324,0.19545454545454546,0.0
46,0.6428571428571428,0.3646582246875996,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6483516483516484,0.9566388498719324,0.19545454545454546,0.0
47,0.6620879120879121,0.3781018181490015,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6153846153846154,0.9566388498719324,0.19545454545454546,0.0
48,0.6675824175824175,0.3821307223261718,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6043956043956044,0.9566388498719324,0.19545454545454546,0.0
49,0.717032967032967,0.4264753659461053,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.4835164835164835,0.9566388498719324,0.19545454545454546,0.0
50,0.6648351648351648,0.3838875042866683,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6153846153846154,0.9566388498719324,0.19545454545454546,0.0
51,0.6868131868131868,0.3972290073580286,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5274725274725275,0.9566388498719324,0.19545454545454546,0.0
52,0.6483516483516483,0.3683167456817457,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6703296703296703,0.9566388498719324,0.19545454545454546,0.0
53,0.6895604395604396,0.3925473263222491,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5274725274725275,0.9566388498719324,0.19545454545454546,0.0
54,0.6703296703296704,0.3844064167664382,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6043956043956044,0.9566388498719324,0.19545454545454546,0.0
55,0.6730769230769231,0.3907294405371421,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5274725274725275,0.9566388498719324,0.19545454545454546,0.0
56,0.6785714285714286,0.3980993138322514,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5714285714285714,0.9566388498719324,0.19545454545454546,0.0
57,0.6620879120879121,0.3767723869372432,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5934065934065934,0.9566388498719324,0.19545454545454546,0.0
58,0.6620879120879121,0.3781018181490015,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6153846153846154,0.9566388498719324,0.19545454545454546,0.0
59,0.6923076923076923,0.400676579148442,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5494505494505495,0.9566388498719324,0.19545454545454546,0.0
60,0.6730769230769231,0.3790149913063358,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5274725274725275,0.9566388498719324,0.19545454545454546,0.0
61,0.7335164835164836,0.4238791114413433,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.4175824175824176,0.9566388498719324,0.19545454545454546,0.0
62,0.7774725274725275,0.4746844034461805,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.3076923076923077,0.9566388498719324,0.19545454545454546,0.0
63,0.6840659340659341,0.3935238594454104,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6043956043956044,0.9566388498719324,0.19545454545454546,0.0
64,0.6263736263736264,0.353743765529772,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5934065934065934,0.9566388498719324,0.19545454545454546,0.0
65,0.5961538461538461,0.3237694253758731,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6263736263736264,0.9566388498719324,0.19545454545454546,0.0
66,0.6565934065934066,0.3749674739641304,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6593406593406593,0.9566388498719324,0.19545454545454546,0.0
67,0.6895604395604396,0.4066500890423733,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5274725274725275,0.9566388498719324,0.19545454545454546,0.0
68,0.5851648351648351,0.325690341609862,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6263736263736264,0.9566388498719324,0.19545454545454546,0.0
69,0.6840659340659341,0.4020067624072726,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.4945054945054945,0.9566388498719324,0.19545454545454546,0.0
70,0.6236263736263736,0.3626570274286608,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5824175824175825,0.9566388498719324,0.19545454545454546,0.0
71,0.6263736263736264,0.3546351293220145,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6043956043956044,0.9566388498719324,0.19545454545454546,0.0
72,0.6236263736263736,0.3446310231450007,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6483516483516484,0.9566388498719324,0.19545454545454546,0.0
73,0.7115384615384615,0.4070255485431344,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.4725274725274725,0.9566388498719324,0.19545454545454546,0.0
74,0.6675824175824175,0.3903699620366638,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6373626373626373,0.9566388498719324,0.19545454545454546,0.0
75,0.5934065934065934,0.3277693757407663,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6153846153846154,0.9566388498719324,0.19545454545454546,0.0
76,0.6895604395604396,0.4036757428720978,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5274725274725275,0.9566388498719324,0.19545454545454546,0.0
77,0.6895604395604396,0.4014462993267674,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5274725274725275,0.9566388498719324,0.19545454545454546,0.0
78,0.6895604395604396,0.4003789565196465,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5934065934065934,0.9566388498719324,0.19545454545454546,0.0
79,0.7087912087912087,0.4074203732560028,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.4505494505494505,0.9566388498719324,0.19545454545454546,0.0
80,0.7335164835164836,0.4305728944186074,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6043956043956044,0.9566388498719324,0.19545454545454546,0.0
81,0.6126373626373627,0.3421953306901386,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5824175824175825,0.9566388498719324,0.19545454545454546,0.0
82,0.6428571428571428,0.3673576976530115,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6043956043956044,0.9566388498719324,0.19545454545454546,0.0
83,0.7005494505494505,0.3926398281121211,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5384615384615384,0.9566388498719324,0.19545454545454546,0.0
84,0.6483516483516483,0.3683167456817457,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6703296703296703,0.9566388498719324,0.19545454545454546,0.0
85,0.717032967032967,0.4159905136782321,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5604395604395604,0.9566388498719324,0.19545454545454546,0.0
86,0.6565934065934066,0.3662363954684651,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5494505494505495,0.9566388498719324,0.19545454545454546,0.0
87,0.6675824175824175,0.3893663552189058,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5274725274725275,0.9566388498719324,0.19545454545454546,0.0
88,0.6373626373626373,0.3621240140662884,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6263736263736264,0.9566388498719324,0.19545454545454546,0.0
89,0.6978021978021978,0.4078695333698326,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.4945054945054945,0.9566388498719324,0.19545454545454546,0.0
90,0.7582417582417582,0.4431411050880496,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.3516483516483517,0.9566388498719324,0.19545454545454546,0.0
91,0.6785714285714286,0.390215416363341,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5384615384615384,0.9566388498719324,0.19545454545454546,0.0
92,0.7225274725274725,0.4193215181724654,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5384615384615384,0.9566388498719324,0.19545454545454546,0.0
93,0.6620879120879121,0.3783338246707537,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6153846153846154,0.9566388498719324,0.19545454545454546,0.0
94,0.6016483516483516,0.3344283765409444,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6043956043956044,0.9566388498719324,0.19545454545454546,0.0
95,0.651098901098901,0.3713253099938031,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6263736263736264,0.9566388498719324,0.19545454545454546,0.0
96,0.6538461538461537,0.3718402742264444,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.6703296703296703,0.9566388498719324,0.19545454545454546,0.0
97,0.6730769230769231,0.3818710780745188,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5714285714285714,0.9566388498719324,0.19545454545454546,0.0
98,0.6785714285714286,0.3967636782321479,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5824175824175825,0.9566388498719324,0.19545454545454546,0.0
99,0.6703296703296704,0.3873222912768556,0.946153846153846,0.9667437825332562,0.956828885400314,0.956828885400314,0.5824175824175825,0.9566388498719324,0.19545454545454546,0.0
segment_based_NSGA2,0.6620879120879121,0.3736378547406039,0.9534798534798534,0.9606709080393292,0.9540816326530612,0.9540816326530612,0.5824175824175825,0.9555785067063264,0.19545454545454546,0.0
segment_based_AGEMOEA,0.760989010989011,0.454515629042253,0.9534798534798534,0.96096009253904,0.956043956043956,0.956043956043956,0.3516483516483517,0.9566319645267014,0.19545454545454546,0.0
segment_based_AGEMOEA2,0.7032967032967032,0.4031925526282541,0.9534798534798534,0.9612492770387508,0.956043956043956,0.956043956043956,0.5274725274725275,0.9567042606516292,0.19545454545454546,0.0
best,0.978021978021978,0.995349246900062,0.6758241758241759,0.739733950260266,0.706043956043956,0.6970172684458398,0.0329670329670329,0.7046548376435593,0.8954545454545455,0.0
worst,0.0384615384615384,0.1382124329926058,0.552014652014652,0.564198958935801,0.5883045525902668,0.5671114599686028,0.989010989010989,0.5679074058773307,0.8909090909090909,0.0
terminator,0.6895604395604396,0.4503535185274316,0.7652014652014651,0.8530942741469056,0.8072998430141287,0.7888540031397174,0.4835164835164835,0.8036123963755543,0.8409090909090909,0.0
random,0.5951575896630841,0.6322692343145954,0.6187215714688244,0.6582284112648485,0.6470664343505786,0.6321959045663911,0.7555850742663925,0.6390530804126606,0.9330669330669328,0.06297308801988882
fast,0.2722527472527472,0.3150176091821939,0.5547252747252747,0.5937536148062463,0.5870094191522762,0.5648351648351648,0.945054945054945,0.5750808683797406,0.7418181818181818,0.006680426571226865
ga,0.6206043956043956,0.3226976078886729,0.9375091575091576,0.9658762290341236,0.952197802197802,0.952197802197802,0.5725274725274725,0.9519452477347214,0.2863636363636363,5.551115123125783e-17
ga_s,0.5063888888888889,0.3057994681599523,0.9275555555555556,0.9443859649122808,0.9334126984126984,0.9326587301587302,0.8866666666666667,0.9345032372598164,0.2659090909090909,0.00681818181818182
gt,0.6401098901098902,0.2764669806212511,0.8629304029304029,0.91871023713129,0.8943485086342229,0.8943485086342229,0.5659340659340659,0.8925844143325345,0.9949999999999999,0.002447802185061124
artf,0.5436813186813187,0.5645019117036574,0.6021978021978021,0.6466165413533834,0.633712715855573,0.6221742543171114,0.8032967032967033,0.6261753284309675,0.9163636363636364,0.06578200914591106
